code,description,type,parent,is_billable
49.79.Z0,Altra riparazione dello sfintere anale,procedura,49.79,1
49.9,Altri interventi sull’ano,block,49,0
49.91,Incisione di setto anale,category,49.9,0
49.91.00,Incisione di setto anale,procedura,49.91,1
49.92,Inserzione sottocutanea di stimolatore anale elettrico,category,49.9,0
49.92.00,Inserzione sottocutanea di stimolatore elettrico dello sfintere,procedura,49.92,1
49.93,Altra incisione dell’ano,category,49.9,0
49.93.00,Incisione dell'ano per rimozione di setoni,procedura,49.93,1
49.93.Z0,Altra incisione dell'ano,procedura,49.93,1
49.94,Riduzione di prolasso anale,category,49.9,0
49.94.00,Riduzione di prolasso anale,procedura,49.94,1
49.95,Controllo (postoperatorio) di emorragia dell’ano,category,49.9,0
49.95.00,Controllo (postoperatorio) di emorragia dell’ano,procedura,49.95,1
49.99,Altri interventi sull’ano,category,49.9,0
49.99.Z0,Altri interventi sull'ano,procedura,49.99,1
50,Interventi sul fegato,chapter,,0
50.0,Epatotomia,block,50,0
50.0Z.00,Altra epatotomia,procedura,50.0Z,1
50.1,Procedure diagnostiche sul fegato,block,50,0
50.11,Biopsia [percutanea] [agobiopsia] del fegato,category,50.1,0
50.11.1P,"Biopsia chiusa [percutanea] [agobiopsia] del fegato, ecoguidata",procedura,50.11,1
50.11.2P,Agobiopsia percutanea o agoaspirato del fegato TC guidata,procedura,50.11,1
50.11.3B,Biopsia percutanea transgiugulare del fegato,procedura,50.11,1
50.12,Biopsia a cielo aperto del fegato,category,50.1,0
50.12.0C,Biopsia a cielo aperto del fegato,procedura,50.12,1
50.19,Altre procedure diagnostiche sul fegato,category,50.1,0
50.19.0N,Biopsia ecoendoscopica del fegato,procedura,50.19,1
50.19.0S,Biopsia laparoscopica del fegato,procedura,50.19,1
50.19.Z0,Altre procedure diagnostiche chirurgiche sul fegato,procedura,50.19,1
50.19.Z1,Altre procedure diagnostiche non chirurgiche sul fegato,procedura,50.19,1
50.2,Asportazione o demolizione locale di tessuti o lesioni del fegato,block,50,0
50.21,Marsupializzazione di lesione del fegato,category,50.2,0
50.21.0C,Marsupializzazione a cielo aperto di lesione del fegato,procedura,50.21,1
50.21.0S,Marsupializzazione laparoscopica di lesione del fegato,procedura,50.21,1
50.22,Epatectomia parziale,category,50.2,0
50.22.1C,Subsegmentectomia epatica approccio chirurgica a cielo aperto,procedura,50.22,1
50.22.1S,Subsegmentectomia epatica per via laparoscopica,procedura,50.22,1
50.22.2C,Segmentectomia epatica approccio chirurgico a cielo aperto,procedura,50.22,1
50.22.2S,Segmentectomia epatica per via laparoscopica,procedura,50.22,1
50.22.3C,"Primo tempo di epatectomia in due tempi [two-stage hepatectomy), a cielo aperto",procedura,50.22,1
50.22.3S,"Primo tempo di epatectomia in due tempi [two-stage hepatectomy), laparoscopico",procedura,50.22,1
50.22.4C,"Resezione di più segmenti epatici (fino a 4), chirurgica a cielo aperto",procedura,50.22,1
50.22.4S,"Resezione di più segmenti epatici (fino a 4), per via laparoscopica",procedura,50.22,1
50.22.5C,"Resezione epatica atipica (wedge), a cielo aperto",procedura,50.22,1
50.22.5S,"Resezione epatica atipica (wedge),laparoscopica",procedura,50.22,1
50.22.6C,Pericistectomia epatica a cielo aperto,procedura,50.22,1
50.22.6S,Pericistectomia epatica per via laparoscopica,procedura,50.22,1
50.22.7C,"Rimozione di ascesso epatico, a cielo aperto",procedura,50.22,1
50.22.7S,"Rimozione di ascesso epatico, laparoscopica",procedura,50.22,1
50.23,Ablazione aperta di tessuto o lesione epatici,category,50.2,0
50.23.1C,"Termoablazione di lesione o tessuto epatico, a cielo aperto",procedura,50.23,1
50.23.2C,"Ablazione mediante radiofrequenze di lesione o tessuto epatico, a cielo aperto",procedura,50.23,1
50.23.3C,Ablazione a cielo aperto di lesione o tessuto epatico mediante micronde,procedura,50.23,1
50.23.4C,Ablazione a cielo aperto di lesione o tessuto epatico mediante crioablazione,procedura,50.23,1
50.23.5C,Alcolizzazione a cielo aperto di tessuto o lesione epatici,procedura,50.23,1
50.23.Z0,Altra ablazione aperta di tessuto o lesione epatici,procedura,50.23,1
50.24,Ablazione percutanea di tessuto o lesione epatici,category,50.2,0
50.24.1P,"Termoablazione percutanea di lesione o tessuto epatico, a cielo aperto",procedura,50.24,1
50.24.2P,Ablazione percutanea di lesione o tessuto epatico mediante Radiofrequenza,procedura,50.24,1
50.24.3P,Ablazione percutanea di lesione o tessuto epatico mediante micronde,procedura,50.24,1
50.24.4P,Ablazione percutanea di lesione o tessuto epatico mediante crioablazione,procedura,50.24,1
50.24.5P,Alcolizzazione percutanea (ecoguidata) di noduli del fegato,procedura,50.24,1
50.24.7H,Ablazione percutanea di lesione epatica combinata con chemio-embolizzazione,procedura,50.24,1
50.24.8H,Ablazione percutanea di lesione epatica combinata con radio-embolizzazione,procedura,50.24,1
50.24.9H,Ablazione percutanea di lesione epatica combinata con embolizzazione,procedura,50.24,1
50.24.Z0,Altra ablazione percutanea di lesione o tessuto epatico,procedura,50.24,1
50.25,Ablazione laparoscopica di tessuto o lesione epatici,category,50.2,0
50.25.1S,Ablazione laparoscopica di lesione o tessuto epatico mediante radiofrequenza,procedura,50.25,1
50.25.2S,Ablazione laparoscopica di lesione o tessuto epatico mediante micronde,procedura,50.25,1
50.25.3S,Ablazione laparoscopica di lesione o tessuto epatico mediante crioablazione,procedura,50.25,1
50.25.4S,Alcolizzazione per via laparoscopica di tessuto o lesione epatici,procedura,50.25,1
50.26,Altre e non specificate ablazioni di tessuto o lesione epatici,category,50.2,0
50.26.10,Elettrochemioterapia epatica,procedura,50.26,1
50.26.20,Elettroporazione irreversibile epatica,procedura,50.26,1
50.26.2N,Ablazione [eco]endoscopica a radiofrequenze di lesione epatica,procedura,50.26,1
50.26.3B,Chemioembolizzazione endovascolare percutanea di lesione epatica,procedura,50.26,1
50.26.4B,"Chemioembolizzazione endovascolare percutanea di lesione epatica, con occlusione di flusso",procedura,50.26,1
50.26.5B,Radioembolizzazione endovascolare percutanea di lesione epatica,procedura,50.26,1
50.26.Z0,Altre ablazioni di tessuto o lesioni epatici,procedura,50.26,1
50.27,Fenestrazione di cisti epatica,category,50.2,0
50.27.1C,"Fenestrazione di cisti epatica, a cielo aperto",procedura,50.27,1
50.27.1S,"Fenestrazione di cisti epatica, laparoscopica",procedura,50.27,1
50.2Z.00,Altra distruzione di lesione del fegato,procedura,50.2Z,1
50.3,Lobectomia del fegato,block,50,0
50.31,Epatectomia destra,category,50.3,0
50.31.1C,"Epatectomia destra [esclusa convergenza biliare], a cielo aperto",procedura,50.31,1
50.31.1S,"Epatectomia destra [esclusa convergenza biliare], laparoscopica",procedura,50.31,1
50.31.2C,"Epatectomia centrale, a cielo aperto",procedura,50.31,1
50.31.2S,"Epatectomia centrale, laparoscopica",procedura,50.31,1
50.31.3C,"Epatectomia destra [con convergenza biliare], a cielo aperto",procedura,50.31,1
50.31.3S,"Epatectomia destra [con convergenza biliare], laparoscopica",procedura,50.31,1
50.31.4C,"Epatectomia destra allargata [trisectoriectomia] [esclusa convergenza biliare], a cielo aperto",procedura,50.31,1
50.31.4S,"Epatectomia destra allargata [trisectoriectomia] [esclusa convergenza biliare], laparoscopica",procedura,50.31,1
50.31.5C,"Epatectomia destra allargata [trisectoriectomia] [con convergenza biliare], a cielo aperto",procedura,50.31,1
50.31.5S,"Epatectomia destra allargata [trisectoriectomia] [con convergenza biliare], laparoscopica",procedura,50.31,1
50.32,Epatectomia sinistra,category,50.3,0
50.32.1C,"Epatectomia sinistra [esclusa convergenza biliare], a cielo aperto",procedura,50.32,1
50.32.1S,"Epatectomia sinistra [esclusa convergenza biliare], laparoscopica",procedura,50.32,1
50.32.2C,"Epatectomia sinistra [con convergenza biliare], a cielo aperto",procedura,50.32,1
50.32.2S,"Epatectomia sinistra [con convergenza biliare], laparoscopica",procedura,50.32,1
50.32.3C,"Epatectomia sinistra allargata [esclusa convergenza biliare], a cielo aperto",procedura,50.32,1
50.32.3S,"Epatectomia sinistra allargata [esclusa convergenza biliare], laparoscopica",procedura,50.32,1
50.32.4C,"Epatectomia sinistra allargata [con convergenza biliare], a cielo aperto",procedura,50.32,1
50.32.4S,"Epatectomia sinistra allargata [con convergenza biliare], laparoscopica",procedura,50.32,1
50.33,Epatectomia centrale,category,50.3,0
50.34,Resezioni epatiche multiple,category,50.3,0
50.34.1C,"Bisegmentectomia epatica anatomica settoriale, a cielo aperto",procedura,50.34,1
50.34.1S,"Bisegmentectomia epatica anatomica settoriale, laparoscopica",procedura,50.34,1
50.34.2C,"Resezione di più segmenti epatici (dai 5), chirurgica a cielo aperto",procedura,50.34,1
50.34.2S,"Resezione di più segmenti epatici (dai 5), per via laparoscopica",procedura,50.34,1
50.34.3C,"Secondo tempo di epatectomia in due tempi [two-stage hepatectomy), a cielo aperto",procedura,50.34,1
50.34.3S,"Secondo tempo di epatectomia in due tempi [two-stage hepatectomy), laparoscopico",procedura,50.34,1
50.34.4C,"Primo tempo di ALPPS [Associating Liver Partition and Portail Vein Ligation for Staged Hepatectomy], a cielo aperto",procedura,50.34,1
50.34.4S,"Primo tempo di ALPPS [Associating Liver Partition and Portail Vein Ligation for Staged Hepatectomy], laparoscopico",procedura,50.34,1
50.34.5C,"Secondo tempo di ALPPS [Associating Liver Partition and Portail Vein Ligation for Staged Hepatectomy], a cielo aperto",procedura,50.34,1
50.34.5S,"Secondo tempo di ALPPS [Associating Liver Partition and Portail Vein Ligation for Staged Hepatectomy], laparoscopico",procedura,50.34,1
50.3Z.00,Altra lobectomia del fegato,procedura,50.3Z,1
50.4,Epatectomia totale,block,50,0
50.4Z.00,Altra epatectomia totale,procedura,50.4Z,1
50.5,Trapianto del fegato,block,50,0
50.51,Trapianto di fegato ausiliario,category,50.5,0
50.51.1C,"Trapianto di fegato ausiliario, a cielo aperto",procedura,50.51,1
50.51.1S,"Trapianto di fegato ausiliario, laparoscopico",procedura,50.51,1
50.52,Trapianto di fegato intero,category,50.5,0
50.52.1C,"Trapianto di fegato intero, a cielo aperto",procedura,50.52,1
50.52.1S,"Trapianto di fegato intero, laparoscopico",procedura,50.52,1
50.52.2C,"Trapianto di fegato intero con epatico-digiunostomia, a cielo aperto",procedura,50.52,1
50.52.2S,"Trapianto di fegato intero con epatico-digiunostomia, laparoscopico",procedura,50.52,1
50.53,"Trapianto di fegato ""split""",category,50.5,0
50.53.1C,"Trapianto di fegato ""split"" (fegato di donatore diviso in più parti), a cielo aperto",procedura,50.53,1
50.53.1S,"Trapianto di fegato ""split"" (fegato di donatore diviso in più parti), laparoscopico",procedura,50.53,1
50.53.2C,"Trapianto di fegato ""split"" (fegato di donatore diviso in più parti) con epatico-digiunostomia, a cielo aperto",procedura,50.53,1
50.53.2S,"Trapianto di fegato ""split"" (fegato di donatore diviso in più parti) con epatico-digiunostomia, laparoscopico",procedura,50.53,1
50.54,Trapianto di fegato combinato,category,50.5,0
50.54.1C,Trapianto combinato fegato ed intestino [a cielo aperto],procedura,50.54,1
50.54.2C,Trapianto combinato fegato-rene [a cielo aperto],procedura,50.54,1
50.54.3C,Trapianto combinato fegato-pancreas-intestino [a cielo aperto],procedura,50.54,1
50.54.Z0,Altro trapianto combinato,procedura,50.54,1
50.59,Altro trapianto del fegato,category,50.5,0
50.59.Z0,Altro trapianto del fegato,procedura,50.59,1
50.6,Riparazione del fegato,block,50,0
50.61,Chiusura di lacerazione del fegato,category,50.6,0
50.61.1C,"Chiusura di lacerazione del fegato, a cielo aperto",procedura,50.61,1
50.61.1S,"Chiusura di lacerazione del fegato, laparoscopica",procedura,50.61,1
50.69,Altra riparazione del fegato,category,50.6,0
50.69.1C,Packing epatico,procedura,50.69,1
50.69.2C,Depacking Epatico,procedura,50.69,1
50.69.Z0,Altra riparazione del fegato,procedura,50.69,1
50.9,Altri interventi sul fegato,block,50,0
50.91,Aspirazione percutanea del fegato,category,50.9,0
50.91.1P,Aspirazione percutanea di cisti del fegato ecoguidata,procedura,50.91,1
50.91.2P,Fenestrazione ed aspirazione cisti per via percutanea (PAIR),procedura,50.91,1
50.92,Assistenza epatica extracorporea,category,50.9,0
50.92.00,Assistenza epatica extracorporea,procedura,50.92,1
50.93,Perfusione localizzata del fegato,category,50.9,0
50.93.00,Perfusione locale del fegato,procedura,50.93,1
50.94,Altra iniezione dl sostanza terapeutica nel fegato,category,50.9,0
50.94.00,Altra iniezione di sostanza terapeutica nel fegato,procedura,50.94,1
50.A,Altre procedure (endoscopiche) sul fegato,block,50,0
50.A1,Marcatura di lesione epatica,category,50.A,0
50.A1.1N,Marcatura trans-parientale eco-endoscopica di lesione epatica,procedura,50.A1,1
50.A2,Chemioterapia trans-parietale del fegato,category,50.A,0
50.A2.1N,Chemioterapia trans-parietale eco-endoscopica del fegato,procedura,50.A2,1
50.Z0.00,Altri interventi sul fegato,procedura,50.Z0,1
51,Interventi sulla colecisti e sulle vie biliari,chapter,,0
51.0,Colecistotomia e colecistostomia,block,51,0
51.01,Aspirazione percutanea della colecisti,category,51.0,0
51.01.1P,Colecistostomia percutanea,procedura,51.01,1
51.03,Altra colecistostomia,category,51.0,0
51.03.1N,Colecisto-entero-stomia EUS guidata per drenaggio,procedura,51.03,1
51.03.2N,Colecisto-duodeno-stomia EUS guidata per drenaggio,procedura,51.03,1
51.03.3C,Colecistostomia a cielo aperto,procedura,51.03,1
51.03.3S,Colecistostomia laparoscopica,procedura,51.03,1
51.0Z.00,Altra colecistotomia,procedura,51.0Z,1
51.1,Procedure diagnostiche sulle vie biliari,block,51,0
51.10,Colangio(pancreato)grafia retrograda endoscopica [ERCP],category,51.1,0
51.10.0N,Colangio(pancreato)grafia retrograda endoscopica [CPRE],procedura,51.10,1
51.10.1N,Colangio(pancreato)grafia retrograda endoscopica [CPRE][ERCP] con drenaggio transpapillare endoscopico della colecisti [ETBD],procedura,51.10,1
51.10.2P,Colangiografia percutanea transepatica [CPT/PTC],procedura,51.10,1
51.10.3P,Colangiografia percutanea transepatica [CPT/PTC] con drenaggio trans-epatico percutaneo delle vie biliari (PTBD),procedura,51.10,1
51.10.Z0,Altra colangio(pancreato)grafia retrograda endoscopica,procedura,51.10,1
51.11,Colangioscopia (endoscopica),category,51.1,0
51.11.1N,Colangioscopia MB (mother-baby),procedura,51.11,1
51.11.1P,Colangioscopia percutanea trans-epatica,procedura,51.11,1
51.11.3G,Ecoendoscopia con accesso percutaneo delle vie biliari [endosonography (EUS)],procedura,51.11,1
51.11.4N,Ecoendoscopia delle vie biliari,procedura,51.11,1
51.11.5N,Endomicroscopia laser endoscopica delle vie biliari,procedura,51.11,1
51.11.6E,"Esplorazione del dotto biliare comune, accesso laparoscopico",procedura,51.11,1
51.11.7N,Accesso alle vie biliari mediante rendez-vous ecoendoscopico,procedura,51.11,1
51.11.8N,Accesso alle vie biliari mediante rendez-vous ecoendoscopico con drenaggio trans-papillare,procedura,51.11,1
51.11.Z0,Altra colangioscopia (endoscopica),procedura,51.11,1
51.12,Biopsia percutanea della colecisti e dei dotti biliari,category,51.1,0
51.12.0P,Biopsia percutanea della colecisti e dei dotti biliari,procedura,51.12,1
51.13,Biopsia a cielo aperto della colecisti e dei dotti biliari,category,51.1,0
51.13.0C,Biopsia a cielo aperto della colecisti e dei dotti biliari,procedura,51.13,1
51.14,Altra biopsia [endoscopica] del tratto biliare o dello sfintere di Oddi,category,51.1,0
51.14.1N,Biopsia biliare endoscopica con prelievo citologico,procedura,51.14,1
51.14.2N,Biopsia biliare endoscopica transpapillare con prelievo istologico,procedura,51.14,1
51.14.3N,Biopsia biliare ecoendoscopica con prelievo citologico,procedura,51.14,1
51.14.4N,Biopsia biliare ecoendoscopica transpapillare con prelievo istologico,procedura,51.14,1
51.14.5N,Biopsia colangioscopica mirata (target biopsy) mediante colangiosscopio MB (mother/baby),procedura,51.14,1
51.14.ZN,Altra biopsia chiusa [endoscopica] del dotto biliare o dello sfintere di Oddi,procedura,51.14,1
51.16,Biopsia laparoscopica della colecisti e dei dotti biliari,category,51.1,0
51.16.0S,Biopsia laparoscopica della colecisti e dei dotti biliari,procedura,51.16,1
51.19,Altre procedure diagnostiche sulle vie biliari,category,51.1,0
51.19.Z0,Altre procedure diagnostiche chirurgiche sulle vie biliari,procedura,51.19,1
51.19.Z1,Altre procedure diagnostiche non chirurgiche sulle vie biliari,procedura,51.19,1
51.2,Colecistectomia,block,51,0
51.21,Colecistectomia parziale,category,51.2,0
51.21.0C,"Colecistectomia parziale, a cielo aperto",procedura,51.21,1
51.22,Colecistectomia,category,51.2,0
51.22.1C,Colecistectomia a cielo aperto,procedura,51.22,1
51.22.2C,Colecistectomia a cielo aperto con esplorazione non chirurgica dei dotti biliari,procedura,51.22,1
51.22.3C,Colecistectomia a cielo aperto in corso di altro intervento,procedura,51.22,1
51.22.Z0,Altra colectistectomia a cielo aperto,procedura,51.22,1
51.23,Colecistectomia laparoscopica,category,51.2,0
51.23.1S,Colecistectomia laparoscopica,procedura,51.23,1
51.23.2S,Colecistectomia laparoscopica con esplorazione non chirurgica dei dotti biliari,procedura,51.23,1
51.23.3S,Colecistectomia laparoscopica con colangiografia intraoperatoria,procedura,51.23,1
51.23.4S,Colecistectomia laparoscopica in corso di altro intervento,procedura,51.23,1
51.23.Z0,Altra Colecistectomia laparoscopica,procedura,51.23,1
51.24,Colecistectomia parziale laparoscopica,category,51.2,0
51.24.0S,Colecistectomia laparoscopica parziale,procedura,51.24,1
51.24.Z0,Altra Colecistectomia laparoscopica parziale,procedura,51.24,1
51.2Z.00,Altra colecistectomia,procedura,51.2Z,1
51.3,Anastomosi della colecisti o del dotto biliare,block,51,0
51.32,Anastomosi fra colecisti e intestino,category,51.3,0
51.32.0C,"Anastomosi fra colecisti e intestino, a cielo aperto",procedura,51.32,1
51.32.0N,"Anastomosi fra colecisti e intestino, per via (eco)endoscopica",procedura,51.32,1
51.32.0S,"Anastomosi fra colecisti e intestino, laparoscopica",procedura,51.32,1
51.34,Anastomosi fra colecisti e stomaco,category,51.3,0
51.34.1N,"Anastomosi fra colecisti e stomaco, per via endoscopica",procedura,51.34,1
51.34.Z0,Altra anastomosi fra colecisti e stomaco,procedura,51.34,1
51.35,Altra anastomosi della colecisti,category,51.3,0
51.35.Z0,Altra anastomosi della colecisti,procedura,51.35,1
51.36,Coledocoenterostomia,category,51.3,0
51.36.0C,"Coledoco-duodenostomia, a cielo aperto",procedura,51.36,1
51.36.0N,"Coledoco-duodenostomia, per via endoscopica",procedura,51.36,1
51.36.0S,"Coledoco-duodenostomia, laparoscopica",procedura,51.36,1
51.36.1C,"Coledoco-digiunostomia, a cielo aperto",procedura,51.36,1
51.36.1S,"Coledoco-digiunostomia, laparoscopica",procedura,51.36,1
51.36.Z0,Altra coledocoenterostomia,procedura,51.36,1
51.37,Anastomosi fra dotto epatico e intestino,category,51.3,0
51.37.1C,"Epatico-digiunostomia al peduncolo, a cielo aperto [dotto epatico destro o sinistro]",procedura,51.37,1
51.37.1S,"Epatico-digiunostomia al peduncolo, laparoscopica [dotto epatico destro o sinistro]",procedura,51.37,1
51.37.2C,"Epatico-digiunostomia secondo Hepp-Couinaud, a cielo aperto",procedura,51.37,1
51.37.2S,"Epatico-digiunostomia secondo Hepp-Couinaud, laparoscopica",procedura,51.37,1
51.37.3N,Anastomosi duodeno-epatica per via endoscopica,procedura,51.37,1
51.37.4N,Anastomosi duodeno-epatica per via ecoendoscopica,procedura,51.37,1
51.37.Z0,Altra anastomosi fra dotto epatico e tratto gastrointestinale,procedura,51.37,1
51.38,Altri interventi su anastomosi bilio-digerente,category,51.3,0
51.38.1N,Dilatazione endoscopica di anastomosi bilio-digerente,procedura,51.38,1
51.39,Altra anastomosi del dotto biliare,category,51.3,0
51.39.1N,Anastomosi eco-endoscopica tra dotto epatico e stomaco,procedura,51.39,1
51.39.2N,Anastomosi eco-endoscopica tra dotto biliare comune e stomaco,procedura,51.39,1
51.39.Z0,Altra anastomosi di dotti biliari,procedura,51.39,1
51.4,Incisione del dotto biliare per rimozione di occlusione,block,51,0
51.41,Esplorazione del dotto comune per rimozione di calcoli,category,51.4,0
51.41.0N,Esplorazione [endoscopica] del coledoco per rimozione di calcoli,procedura,51.41,1
51.41.1C,Estrazione di calcoli dalla via biliare a cielo aperto (coledoco-litotomia),procedura,51.41,1
51.41.1S,Estrazione di calcoli dalla via biliare per via laparoscopica (coledoco-litotomia),procedura,51.41,1
51.41.Z0,Altra esplorazione del coledoco per rimozione di calcoli,procedura,51.41,1
51.42,"Esplorazione del dotto biliare comune per rimozione di occlusione, esclusi calcoli",category,51.4,0
51.42.0N,"Esplorazione del coledoco per rimozione di occlusione, esclusi calcoli",procedura,51.42,1
51.43,Posizionamento di tubo di Kherr o TPE per decompressione,category,51.4,0
51.43.00,Posizionamento di sonda coledocoepatica per decompressione [tubo di Kehr],procedura,51.43,1
51.43.1C,"Posizionamento di stent del dotto biliare, approccio a cielo aperto",procedura,51.43,1
51.43.1G,"Posizionamento di stent del dotto biliare, approccio percutaneo (endoscopico)",procedura,51.43,1
51.43.1S,"Posizionamento di stent del dotto biliare, approccio laparoscopico",procedura,51.43,1
51.49,Incisione di altri dotti biliari per rimozione di occlusione,category,51.4,0
51.49.0C,"Incisione di altri dotti biliari per rimozione di occlusione, a cielo aperto",procedura,51.49,1
51.49.Z0,Altra incisione di altri dotti biliari per rimozione di occlusione,procedura,51.49,1
51.5,Altra incisione del dotto biliare,block,51,0
51.51,Esplorazione del dotto biliare comune,category,51.5,0
51.51.1C,"Esplorazione chirurgica del coledoco, a cielo aperto",procedura,51.51,1
51.51.1S,"Esplorazione chirurgica del coledoco, laparoscopica",procedura,51.51,1
51.59,Incisione di altro dotto biliare,category,51.5,0
51.59.1C,"Esplorazione di altro dotto biliare, a cielo aperto",procedura,51.59,1
51.59.1S,"Esplorazione di altro dotto biliare, laparoscopica",procedura,51.59,1
51.59.Z0,Altra incisione di altro dotto biliare,procedura,51.59,1
51.6,Asportazione o demolizione locale di lesione o tessuto del dotto biliare e dello sfintere di Oddi,block,51,0
51.61,Asportazione del dotto cistico residuo,category,51.6,0
51.61.1C,"Asportazione del dotto cistico residuo, a cielo aperto",procedura,51.61,1
51.61.1S,"Asportazione del dotto cistico residuo, laparoscopica",procedura,51.61,1
51.61.Z0,Altra asportazione del dotto cistico residuo,procedura,51.61,1
51.62,Asportazione dell’ampolla di Vater con reimpianto del dotto comune,category,51.6,0
51.62.1C,"Asportazione dell'ampolla di Vater con reimpianto del dotto comune, a cielo aperto",procedura,51.62,1
51.62.1S,"Asportazione dell'ampolla di Vater con reimpianto del dotto comune, laparoscopica",procedura,51.62,1
51.62.Z0,Altra asportazione dell'ampolla di Vater con reimpianto del dotto comune,procedura,51.62,1
51.63,Altra asportazione del dotto biliare comune,category,51.6,0
51.63.1C,"Resezione della via biliare ed epatico-enterostomia, a cielo aperto",procedura,51.63,1
51.63.1S,"Resezione della via biliare ed epatico-enterostomia, laparoscopica",procedura,51.63,1
51.63.2C,"Asportazione di cisti del coledoco, a cielo aperto",procedura,51.63,1
51.63.2S,"Asportazione di cisti del coledoco, laparoscopica",procedura,51.63,1
51.63.Z0,Altra asportazione del coledoco,procedura,51.63,1
51.64,Asportazione o demolizione endoscopica di lesione dei dotti biliari o dello sfintere di Oddi,category,51.6,0
51.64.0G,Ablazione combinata percutanea/endoscopica con lesioni vie biliari,procedura,51.64,1
51.64.0N,Ablazione endoscopica di lesione o tessuto dei dotti biliari e dello sfintere di Oddi,procedura,51.64,1
51.69,Asportazione di altro dotto biliare,category,51.6,0
51.69.Z0,Asportazione di altro dotto biliare,procedura,51.69,1
51.7,Riparazioni dei dotti biliari,block,51,0
51.71,Sutura semplice del dotto biliare comune,category,51.7,0
51.71.1C,"Sutura semplice del coledoco, a cielo aperto",procedura,51.71,1
51.71.1S,"Sutura semplice del coledoco, laparoscopica",procedura,51.71,1
51.72,Coledocoplastica,category,51.7,0
51.72.1C,"Riparazione di fistola del dotto biliare comune, a cielo aperto",procedura,51.72,1
51.72.1S,"Riparazione di fistola del dotto biliare comune, laparoscopica",procedura,51.72,1
51.72.Z0,Altra coledocoplastica,procedura,51.72,1
51.79,Riparazione di altri dotti biliari,category,51.7,0
51.79.1C,"Chiusura di apertura artificiale del dotto biliare, a cielo aperto",procedura,51.79,1
51.79.2C,"Sutura di dotto biliare, a cielo aperto",procedura,51.79,1
51.79.2S,"Sutura di dotto biliare, laparoscopica",procedura,51.79,1
51.79.Z0,Altra riparazione di altri dotti biliari,procedura,51.79,1
51.8,Altri interventi sullo sfintere di Oddi e sui dotti biliari,block,51,0
51.81,Dilatazione dello sfintere di Oddi,category,51.8,0
51.81.00,Dilatazione [chirurgica] dello sfintere di Oddi,procedura,51.81,1
51.81.10,Dilatazione [chirurgica] dell'ampolla di Vater,procedura,51.81,1
51.82,Sfinterotomia pancreatica,category,51.8,0
51.82.00,Sfinterotomia pancreatica chirurgica,procedura,51.82,1
51.82.Z0,Altra sfinterotomia pancreatica,procedura,51.82,1
51.83,Sfinteroplastica pancreatica (Papillosfinteroplastica),category,51.8,0
51.83.1C,"Sfinteroplastica pancreatica, a cielo aperto [papillostomia]",procedura,51.83,1
51.83.Z0,Altra sfinteroplastica pancreatica,procedura,51.83,1
51.84,Dilatazione endoscopica dell’ampolla e del dotto biliare,category,51.8,0
51.84.0N,Dilatazione endoscopica dell'ampolla di Vater e del dotto biliare,procedura,51.84,1
51.84.1G,"Dilatazione dello sfintere di Oddi, per via endoscopica percutanea",procedura,51.84,1
51.84.1N,"Dilatazione dello sfintere di Oddi, per via endoscopica",procedura,51.84,1
51.85,Sfinterotomia e papillotomia endoscopica,category,51.8,0
51.85.0N,Sfinterotomia pancreatica endoscopica,procedura,51.85,1
51.85.1N,Papillotomia pancreatica endoscopica,procedura,51.85,1
51.86,Inserzione endoscopica di tubo per drenaggio nasobiliare,category,51.8,0
51.86.0N,Inserzione endoscopica di sonda per drenaggio nasobiliare,procedura,51.86,1
51.87,Inserzione endoscopica di tubo nel dotto biliare,category,51.8,0
51.87.1N,Inserzione endoscopica di uno stent rimovibile [metallico] nel dotto biliare,procedura,51.87,1
51.87.2N,Inserzione endoscopica di uno stent rimovibili [non metallico]  nel dotto biliare,procedura,51.87,1
51.87.3N,Inserzione endoscopica di uno stent non rimovibile nel dotto biliare,procedura,51.87,1
51.87.4N,Inserzione endoscopica di uno stent riassorbibile nel dotto biliare,procedura,51.87,1
51.87.5N,Inserzione endoscopica di più stent rimovibili [metallico] nel dotto biliare,procedura,51.87,1
51.87.6N,Inserzione endoscopica di più stent rimovibili [non metallico] nel dotto biliare,procedura,51.87,1
51.87.7N,Inserzione endoscopica di più stent non rimovibili nel dotto biliare,procedura,51.87,1
51.87.8N,Inserzione endoscopica di più stent riassorbibili nel dotto biliare,procedura,51.87,1
51.87.9N,Sostituzione endoscopica di uno stent rimovibile nel dotto biliare,procedura,51.87,1
51.87.AN,Sostituzione endoscopica di uno stent non rimovibile nel dotto biliare,procedura,51.87,1
51.87.BN,Sostituzione endoscopica di uno stent riassorbibile nel dotto biliare,procedura,51.87,1
51.87.CN,Sostituzione endoscopica di più stent rimovibili nel dotto biliare,procedura,51.87,1
51.87.DN,Sostituzione endoscopica di più stent non rimovibili nel dotto biliare,procedura,51.87,1
51.87.EN,Sostituzione endoscopica di più stent riassorbibili nel dotto biliare,procedura,51.87,1
51.87.ZN,Altra inserzione endoscopica di tubo nel dotto biliare,procedura,51.87,1
51.88,Rimozione endoscopica di calcoli dal tratto biliare,category,51.8,0
51.88.0N,Rimozione endoscopica (meccanica) di calcoli di vie biliari,procedura,51.88,1
51.88.1N,Rimozione calcoli di vie biliari mediante litotrissia endoscopica elettroidraulica,procedura,51.88,1
