code,description,type,parent,is_billable
39.5A.7B,Angioplastica percutanea dei vasi intracranici con posizionamento diversore di flusso,procedura,39.5A,1
39.5A.Z0,Altra angioplastica di vasi extra-cranici della testa e del collo,procedura,39.5A,1
39.5A.Z1,Altra angioplastica di vasi intracranici,procedura,39.5A,1
39.5B,Angioplastica [percutanea] e stent di vasi toracici,category,39.5,0
39.5B.1B,Angioplastica e stent arteria anonima,procedura,39.5B,1
39.5B.2B,Angioplastica e stent arteria succlavia,procedura,39.5B,1
39.5B.3B,Angioplastica e stent di vene toraciche,procedura,39.5B,1
39.5B.Z0,Angioplastica e stent di altri vasi toracici,procedura,39.5B,1
39.5C,Altra angioplastica [percutanea] o aterectomia di vasi toracici,category,39.5,0
39.5C.1B,Angioplastica arteria anonima,procedura,39.5C,1
39.5C.2B,Angioplastica arteria succlavia,procedura,39.5C,1
39.5C.3B,Angioplastica di vene toraciche,procedura,39.5C,1
39.5C.Z0,Angioplastica di altri vasi toracici,procedura,39.5C,1
39.5E,Angioplastica [percutanea] e stent di vasi dell'arto superiore,category,39.5,0
39.5E.1B,Angioplastica e stent arteria arto superiore,procedura,39.5E,1
39.5E.2B,Angioplastica e stent di vene degli arti superiori,procedura,39.5E,1
39.5E.3B,Angioplastica di vasi degli arti superiori e posizionamento diversore di flusso,procedura,39.5E,1
39.5F,Altra angioplastica [percutanea] o aterectomia di vasi dell'arto superiore,category,39.5,0
39.5F.1B,Angioplastica arteria arto superiore,procedura,39.5F,1
39.5F.2B,Angioplastica di vene degli arti superiori,procedura,39.5F,1
39.5H,Angioplastica [percutanea] e stent di vasi dell'arto inferiore,category,39.5,0
39.5H.1B,Angioplastica e stent arteria femorale,procedura,39.5H,1
39.5H.2B,Angioplastica e stent arteria poplitea,procedura,39.5H,1
39.5H.3B,Angioplastica e stent arteria sottogenicolare,procedura,39.5H,1
39.5H.4B,Angioplastica e stent di vene degli arti inferiore,procedura,39.5H,1
39.5H.5B,Angioplastica di vasi degli arti inferiori e posizionamento diversore di flusso,procedura,39.5H,1
39.5H.Z0,Angioplastica e stent di altre arterie arto inferiore,procedura,39.5H,1
39.5I,Altra angioplastica [percutanea] o aterectomia di vasi dell'arto inferiore,category,39.5,0
39.5I.1B,Angioplastica arteria femorale,procedura,39.5I,1
39.5I.2B,Angioplastica arteria poplitea,procedura,39.5I,1
39.5I.3B,Angioplastica arteria sottogenicolare,procedura,39.5I,1
39.5I.4B,Angioplastica venosa arti inferiori,procedura,39.5I,1
39.5I.Z0,Angioplastica altre arterie arto inferiore,procedura,39.5I,1
39.5K,Angioplastica [percutanea] e stent di vasi addominali,category,39.5,0
39.5K.1B,Angioplastica e stent arteria iliaca,procedura,39.5K,1
39.5K.2B,Angioplastica e stent arteria renale,procedura,39.5K,1
39.5K.3B,Angioplastica e stent arteria mesenterica,procedura,39.5K,1
39.5K.4B,Angioplastica e stent arteria celiaca,procedura,39.5K,1
39.5K.5B,Angioplastica e stent arteria gastrica,procedura,39.5K,1
39.5K.6B,Angioplastica e stent arteria epatica,procedura,39.5K,1
39.5K.7B,Angioplastica e stent arteria splenica,procedura,39.5K,1
39.5K.8B,Angioplastica di vene addominali con inserzione di stent,procedura,39.5K,1
39.5K.9B,Angioplastica di vene addominali e posizionamento diversore di flusso,procedura,39.5K,1
39.5K.Z0,Angioplastica di altre arterie addominali con inserzione di stent,procedura,39.5K,1
39.5L,Altra angioplastica [percutanea] o aterectomia di vasi addominale,category,39.5,0
39.5L.1B,Angioplastica arteria iliaca,procedura,39.5L,1
39.5L.2B,Angioplastica arteria renale,procedura,39.5L,1
39.5L.3B,Angioplastica iliaco-femorale (soprainguinale),procedura,39.5L,1
39.5L.4B,Angioplastica arteria mesenterica,procedura,39.5L,1
39.5L.5B,Angioplastica arteria celiaca,procedura,39.5L,1
39.5L.6B,Angioplastica arteria gastrica,procedura,39.5L,1
39.5L.7B,Angioplastica arteria epatica,procedura,39.5L,1
39.5L.8B,Angioplastica arteria splenica,procedura,39.5L,1
39.5L.9B,Angioplastica vene addominali,procedura,39.5L,1
39.5L.Z0,Angioplastica altre arterie addominali,procedura,39.5L,1
39.5M,Altra angioplastica o aterectomia di altro/i vaso/i non coronarico/i,category,39.5,0
39.5M.Z0,Altra angioplastica in vaso periferico (non coronarico),procedura,39.5M,1
39.5N,Fibrinolisi superselettiva,category,39.5,0
39.5N.1B,Fibrinolisi superselettiva di vasi intracranici,procedura,39.5N,1
39.5N.2B,Fibrinolisi superselettiva di vasi della testa e del collo [extra-cranici],procedura,39.5N,1
39.5N.3B,Fibrinolisi superselettiva di vasi toracici,procedura,39.5N,1
39.5N.4B,Fibrinolisi superselettiva arto superiore,procedura,39.5N,1
39.5N.5B,Fibrinolisi superselettiva arto inferiore,procedura,39.5N,1
39.5N.6B,Fibrinolisi superselettiva di vasi addominali,procedura,39.5N,1
39.6,Circolazione extracorporea e procedure ausiliarie per la chirurgia cardiaca o vascolare,block,39,0
39.60,Altre modalità di assistenza cardio-circolatoria,category,39.6,0
39.60.10,Stabilizzazione miocardica in corso di cardiochirurgia [a cuore battente],procedura,39.60,1
39.60.20,Inserzione di dispositivo per assistenza circolatoria sinistra,procedura,39.60,1
39.60.30,Inserzione di (micro)pompe assiali per assistenza circolatoria,procedura,39.60,1
39.60.Z0,Altre modalità di assistenza cardio-circolatoria,procedura,39.60,1
39.61,Circolazione extracorporea ausiliaria per chirurgia a cuore aperto,category,39.6,0
39.61.10,"Circolazione extra-corporea con applicazione di macchina cuore-polmoni, cannulazione centrale",procedura,39.61,1
39.61.2B,"Circolazione extra-corporea con applicazione di macchina cuore-polmoni, cannulazione periferica, percutanea",procedura,39.61,1
39.61.2C,"Circolazione extra-corporea con applicazione di macchina cuore-polmoni, cannulazione periferica, a cielo aperto",procedura,39.61,1
39.61.3D,"Circolazione extra-corporea con applicazione di macchina cuore-polmoni, cannulazione mista [arteriosa centrale, venosa periferica]",procedura,39.61,1
39.61.Z0,Altra circolazione extracorporea ausiliaria per chirurgia a cuore aperto,procedura,39.61,1
39.62,Ipotermia (sistemica) incidentale per chirurgia a cuore aperto,category,39.6,0
39.62.00,Ipotermia (sistemica) incidentale per chirurgia a cuore aperto,procedura,39.62,1
39.63,Cardioplegia,category,39.6,0
39.63.00,Cardioplegia,procedura,39.63,1
39.64,Impianto di pace-maker intraoperatorio,category,39.6,0
39.64.00,Impianto di pace-maker intraoperatorio,procedura,39.64,1
39.65,Ossigenazione extracorporea delle membrane [ECMO],category,39.6,0
39.65.10,"Inserzione chirurgica di sistema di ossigenazione extracorporea a membrana [ECMO], accesso sternotomico",procedura,39.65,1
39.65.20,"Inserzione chirurgica di sistema di ossigenazione extracorporea a membrana [ECMO], accesso femorale",procedura,39.65,1
39.65.30,"Inserzione chirurgica di sistema di ossigenazione extracorporea a membrana [ECMO], accesso ascellare",procedura,39.65,1
39.65.40,"Inserzione percutanea di sistema di ossigenazione extracorporea a membrana [ECMO], accesso femorale",procedura,39.65,1
39.65.50,"Inserzione percutanea di sistema di ossigenazione extracorporea a membrana [ECMO], accesso ascellare",procedura,39.65,1
39.65.60,Sostituzione di sistema per ossigenazione extracorporea a membrana [ECMO],procedura,39.65,1
39.65.Z0,Altra inserzione di sistema di ossigenazione extracorporea delle membrane [ECMO],procedura,39.65,1
39.66,Bypass cardiopolmonare percutaneo,category,39.6,0
39.66.0B,Bypass cardiopolmonare [BCP] con deviazione flussi su macchina cuore polmone,procedura,39.66,1
39.67,Assistenza respiratoria senza pompa,category,39.6,0
39.67.10,Perfusione locale di organi in arresto cardiaco,procedura,39.67,1
39.67.20,Assistenza respiratoria extracorporea senza pompa [PECLA (Pumpless extracorporeal lung assist)],procedura,39.67,1
39.68,Altre procedure di assistenza cardiopolmonare,category,39.6,0
39.68.10,Assistenza respiratoria senza pompa intraoperatoria [ILA (pumpless arteriovenous interventional lung assist)],procedura,39.68,1
39.69,Rimozione di sistema di ossigenazione o altra assistenza cardiorespiratoria,category,39.6,0
39.69.10,Rimozione di sistema di ossigenazione extracorporea a membrana [ECMO],procedura,39.69,1
39.69.Z0,Altra rimozione di sistema di assistenza cardiopolmonare,procedura,39.69,1
39.6D,Durata dell'assistenza con sistema di ossigenazione o altra assistenza cardiorespiratoria,category,39.6,0
39.6D.1W,Fino a 24 ore di assistenza con sistema di ossigenazione extracorporea (sistema di assistenza cardiorespiratoria),procedura,39.6D,1
39.6D.2W,Fino a 48 ore di assistenza con sistema di ossigenazione extracorporea (sistema di assistenza cardiorespiratoria),procedura,39.6D,1
39.6D.3W,Fino a 72 ore di assistenza con sistema di ossigenazione extracorporea (sistema di assistenza cardiorespiratoria),procedura,39.6D,1
39.6D.4W,Fino a 96 ore di assistenza con sistema di ossigenazione extracorporea (sistema di assistenza cardiorespiratoria),procedura,39.6D,1
39.6D.5W,Fino a 144 ore di assistenza con sistema di ossigenazione extracorporea (sistema di assistenza cardiorespiratoria),procedura,39.6D,1
39.6D.6W,Fino a 192 ore di assistenza con sistema di ossigenazione extracorporea (sistema di assistenza cardiorespiratoria),procedura,39.6D,1
39.6D.7W,Fino a 240 ore di assistenza con sistema di ossigenazione extracorporea (sistema di assistenza cardiorespiratoria),procedura,39.6D,1
39.6D.8W,Fino a 336 ore di assistenza con sistema di ossigenazione extracorporea (sistema di assistenza cardiorespiratoria),procedura,39.6D,1
39.6D.9W,Fino a 432 ore di assistenza con sistema di ossigenazione extracorporea (sistema di assistenza cardiorespiratoria),procedura,39.6D,1
39.6D.AW,Fino a 528 ore di assistenza con sistema di ossigenazione extracorporea (sistema di assistenza cardiorespiratoria),procedura,39.6D,1
39.6D.BW,Fino a 720 ore di assistenza con sistema di ossigenazione extracorporea (sistema di assistenza cardiorespiratoria),procedura,39.6D,1
39.6D.CW,Fino a 912 ore di assistenza con sistema di ossigenazione extracorporea (sistema di assistenza cardiorespiratoria),procedura,39.6D,1
39.6D.DW,Fino a 1104 ore di assistenza con sistema di ossigenazione extracorporea (sistema di assistenza cardiorespiratoria),procedura,39.6D,1
39.6D.EW,Più di 1104 ore di assistenza con sistema di ossigenazione extracorporea (sistema di assistenza cardiorespiratoria),procedura,39.6D,1
39.7,Riparazione endovascolare di vaso,block,39,0
39.70,Impianto endovascolare di graft: numero di moduli,category,39.7,0
39.70.W1,Impianto monomodulare di graft (un modulo),procedura,39.70,1
39.70.W2,Impianto bimodulare di graft (due moduli),procedura,39.70,1
39.70.W3,Impianto trimodulare di graft (tre moduli),procedura,39.70,1
39.70.W4,Impianto di quattro o più moduli di graft,procedura,39.70,1
39.71,Impianto endovascolare di graft nell’aorta addominale,category,39.7,0
39.71.1B,"Impianto endovascolare di graft trimodulare standard nell'aorta addominale, approccio percutaneo",procedura,39.71,1
39.71.1D,"Impianto endovascolare di graft trimodulare standard nell'aorta addominale, accesso chirurgico",procedura,39.71,1
39.71.2B,"Impianto endovascolare standard trimodulare con impianto aggiuntivo aortico e/o iliaco, approccio percutaneo",procedura,39.71,1
39.71.2D,"Impianto endovascolare standard trimodulare con impianto aggiuntivo aortico e/o iliaco, accesso chirurgico",procedura,39.71,1
39.71.3B,"Impianto endovascolare standard trimodulare con impianto aggiuntivo ramificato per le arterie iliache, approccio percutaneo",procedura,39.71,1
39.71.3D,"Impianto endovascolare standard trimodulare con impianto aggiuntivo ramificato per le arterie iliache, accesso chirurgico",procedura,39.71,1
39.71.4B,"Impianto endovascolare standard trimodulare con stent viscerali ricoperti, approccio percutaneo",procedura,39.71,1
39.71.4D,"Impianto endovascolare standard trimodulare con stent viscerali ricoperti, accesso chirurgico",procedura,39.71,1
39.71.5B,"Impianto endovascolare standard trimodulare più impianto [custom-made] con fenestrazione o diramazione nell'aorta soprarenale, per via percutanea",procedura,39.71,1
39.71.5D,"Impianto endovascolare standard trimodulare più impianto [custom-made] con fenestrazione o diramazione nell'aorta soprarenale, accesso chirurgico",procedura,39.71,1
39.71.6B,"Impianto endovascolare standard trimodulare più impianto [off the shelf] con fenestrazione o diramazione nell'aorta soprarenale, per via percutanea",procedura,39.71,1
39.71.6D,"Impianto endovascolare tubulare in aorta addominale più impianto [custom-made] con fenestrazione/diramazione soprarenale, per via percutanea",procedura,39.71,1
39.71.7B,"Impianto endovascolare standard trimodulare più impianto [off the shelf] con fenestrazione o diramazione nell'aorta soprarenale, accesso chirurgico",procedura,39.71,1
39.71.7D,"Impianto endovascolare tubulare in aorta addominale più impianto [off the shelf] con fenestrazione/diramazione soprarenale, per via percutanea",procedura,39.71,1
39.71.8B,"Impianto endovascolare tubulare in aorta addominale più impianto [custom-made] con fenestrazione/diramazione soprarenale, accesso chirurgico",procedura,39.71,1
39.71.8D,"Impianto endovascolare tubulare in aorta addominale più impianto [off the shelf] con fenestrazione/diramazione soprarenale, accesso chirurgico",procedura,39.71,1
39.71.Z0,Altro impianto endovascolare di graft nell’aorta addominale,procedura,39.71,1
39.72,Riparazione endovascolare dei vasi di testa e collo,category,39.7,0
39.72.DB,Impianto endovascolare di graft tubolari semplici nei tronchi sovra aortici,procedura,39.72,1
39.72.ZB,Altra riparazione endovascolare di vasi di testa e collo,procedura,39.72,1
39.73,Impianto endovascolare di graft nell’aorta toracica,category,39.7,0
39.73.1B,"Impianto endovascolare di graft tubolare semplice in arco aortico/aorta ascendente, accesso percutaneo",procedura,39.73,1
39.73.1D,"Impianto endovascolare di graft tubolare semplice in arco aortico/aorta ascendente, accesso chirurgico",procedura,39.73,1
39.73.2B,"Impianto endovascolare di graft con fenestrazione o diramazione in aorta ascendente e/o arco aortico, accesso percutaneo",procedura,39.73,1
39.73.2D,"Impianto endovascolare di graft con fenestrazione o diramazione in aorta ascendente e/o arco aortico, accesso chirurgico",procedura,39.73,1
39.73.3B,"Impianto endovascolare di graft con fenestrazione o diramazione in aorta ascendente/arco aortico con impianto aggiuntivo toracico, accesso percutaneo",procedura,39.73,1
39.73.3D,"Impianto endovascolare di graft con fenestrazione o diramazione in aorta ascendente/arco aortico con impianto aggiuntivo toracico, accesso chirurgico",procedura,39.73,1
39.73.4B,"Impianto endovascolare di graft tubolare semplice in aorta toracica, accesso percutaneo",procedura,39.73,1
39.73.4D,"Impianto endovascolare di graft tubolare semplice in aorta toracica, accesso chirurgico",procedura,39.73,1
39.73.5B,"Impianto endovascolare di graft con fenestrazione o diramazione in aorta toracica, accesso percutaneo",procedura,39.73,1
39.73.5D,"Impianto endovascolare di graft con fenestrazione o diramazione in aorta toracica, accesso chirurgico",procedura,39.73,1
39.73.6B,"Impianto endovascolare di graft con fenestrazione o diramazione in aorta toracica con impianto aggiuntivo toracico, accesso percutaneo",procedura,39.73,1
39.73.6D,"Impianto endovascolare di graft con fenestrazione o diramazione in aorta toracica con impianto aggiuntivo toracico, accesso chirurgico",procedura,39.73,1
39.73.Z0,Altro impianto endovascolare di graft nell'aorta toracica,procedura,39.73,1
39.74,Impianto endovascolare di graft nell’aorta toraco-addominale,category,39.7,0
39.74.1B,"Impianto endovascolare fenestrato ramificato [custom-made] in aorta sovrarenale, con impianto aggiuntivo toracico, endovascolare percutaneo",procedura,39.74,1
39.74.1D,"Impianto endovascolare fenestrato ramificato [custom-made] in aorta sovrarenale, con impianto aggiuntivo toracico, endovascolare chirurgico",procedura,39.74,1
39.74.2B,"Impianto endovascolare fenestrato ramificato [off the shelf] in aorta sovrarenale, con impianto aggiuntivo toracico, endovascolare percutaneo",procedura,39.74,1
39.74.2D,"Impianto endovascolare fenestrato ramificato [off the shelf] in aorta sovrarenale, con impianto aggiuntivo toracico, endovascolare chirurgico",procedura,39.74,1
39.74.3B,"Impianto endovascolare fenestrato ramificato [custom-made] in aorta toracica, con impianto aggiuntivo addominale, endovascolare percutaneo",procedura,39.74,1
